"Del","Vin","Pkg","Cst","Mil","Dom","Haz","Car"
12.7,11,3,12,1418,"I","N","Fed Post"
13.2,7,4,5,1741,"C","H","M-Press Delivery"
10.6,14,4,7,1171,"C","H","Fed Post"
9.2,11,3,15,1090,"C","H","Fed Post"
12.4,17,2,5,2581,"C","H","M-Press Delivery"
13.4,14,5,6,1962,"C","N","Fed Post"
11.9,8,4,14,2059,"I","H","Fed Post"
7.3,15,5,8,1088,"I","H","M-Press Delivery"
15.1,11,1,7,2025,"I","H","M-Press Delivery"
2.7,14,3,9,504,"C","N","M-Press Delivery"
17.5,8,3,10,2773,"I","N","Fed Post"
11.9,9,3,15,1699,"I","N","Fed Post"
7.8,20,2,10,1312,"C","N","M-Press Delivery"
14.9,16,4,9,2157,"C","N","Fed Post"
0.2,10,6,5,155,"C","N","M-Press Delivery"
11.8,5,3,16,1707,"I","N","Fed Post"
6.8,13,7,7,1348,"C","N","M-Press Delivery"
11.6,11,1,7,2065,"C","N","M-Press Delivery"
8.6,14,2,7,1533,"C","N","M-Press Delivery"
9.7,11,3,10,1264,"I","N","Fed Post"
12.7,13,7,9,1554,"C","N","Fed Post"
9.7,11,3,10,1411,"C","H","M-Press Delivery"
8.3,12,6,8,1681,"I","N","M-Press Delivery"
12.2,19,3,8,1719,"C","N","Fed Post"
12.6,7,8,4,2383,"C","N","M-Press Delivery"
13.7,11,7,5,2260,"C","H","Fed Post"
6.7,12,6,5,685,"I","N","M-Press Delivery"
9.8,19,2,6,1409,"C","H","M-Press Delivery"
8.8,13,2,9,1002,"C","N","Fed Post"
4.8,8,1,8,591,"C","N","Fed Post"
19.3,14,2,12,3086,"C","N","Fed Post"
10.1,10,6,10,955,"I","N","Fed Post"
8.7,7,4,8,1217,"I","N","Fed Post"
9.5,15,1,7,1615,"C","H","M-Press Delivery"
7.5,17,2,13,1583,"C","H","M-Press Delivery"
8.8,6,7,11,1452,"C","N","M-Press Delivery"
12.6,15,3,13,2132,"I","H","M-Press Delivery"
13.6,15,4,9,1788,"C","N","Fed Post"
5.9,14,3,13,633,"C","N","Fed Post"
12.1,18,4,11,1993,"I","N","M-Press Delivery"
5.3,14,8,13,713,"C","H","M-Press Delivery"
12.9,17,6,9,2472,"I","H","M-Press Delivery"
11.1,9,4,8,1941,"C","H","Fed Post"
6.9,13,10,5,771,"I","N","Fed Post"
10.8,8,5,8,1903,"C","N","M-Press Delivery"
12.3,15,4,10,2090,"I","H","M-Press Delivery"
5.5,15,5,10,931,"C","N","M-Press Delivery"
12.6,10,1,10,2036,"C","N","M-Press Delivery"
13.6,16,3,11,2341,"C","H","Fed Post"
9.3,15,1,6,1345,"C","N","M-Press Delivery"
4.3,13,4,13,803,"C","N","M-Press Delivery"
11.9,16,3,6,1996,"C","N","Fed Post"
10.3,14,3,8,1468,"I","H","Fed Post"
9.1,7,6,11,1616,"C","N","M-Press Delivery"
12,13,6,9,1827,"I","N","Fed Post"
8.6,12,5,12,1441,"C","N","M-Press Delivery"
15.3,14,6,11,2126,"C","N","Fed Post"
13.9,10,7,5,2422,"I","N","M-Press Delivery"
8.4,13,4,12,1175,"C","H","M-Press Delivery"
10.1,9,5,8,2074,"C","N","M-Press Delivery"
9.3,20,9,8,1862,"C","N","M-Press Delivery"
11.3,9,5,4,1951,"C","N","M-Press Delivery"
12.7,13,5,5,1491,"I","N","Fed Post"
13.7,6,2,10,1817,"C","H","Fed Post"
14.4,17,4,10,1618,"C","N","Fed Post"
19.4,16,2,9,2646,"C","N","Fed Post"
12.6,11,6,3,2193,"C","H","Fed Post"
10,19,1,9,1606,"I","N","Fed Post"
11.9,14,4,6,2275,"C","H","Fed Post"
9.5,16,3,9,2046,"C","H","M-Press Delivery"
9.9,10,4,12,1184,"I","H","Fed Post"
10.9,20,5,8,1350,"C","H","Fed Post"
4.6,12,7,11,967,"C","N","M-Press Delivery"
10.2,10,3,8,1445,"C","N","Fed Post"
9.1,13,4,7,1651,"C","N","M-Press Delivery"
12.3,13,2,7,1901,"C","N","Fed Post"
8.9,8,3,6,1252,"C","N","Fed Post"
9.3,13,1,7,1794,"C","N","M-Press Delivery"
11.7,16,6,5,2182,"I","N","M-Press Delivery"
2.9,17,3,8,427,"I","N","M-Press Delivery"
9.4,13,6,8,1130,"C","N","Fed Post"
11.9,10,6,6,1731,"I","N","Fed Post"
12.5,14,3,4,1850,"C","N","Fed Post"
7.8,10,4,6,1713,"C","N","M-Press Delivery"
10.8,14,5,5,1553,"C","N","Fed Post"
12.8,16,1,5,1774,"C","H","Fed Post"
10.9,13,5,10,2284,"C","N","M-Press Delivery"
8,16,3,5,1019,"C","N","Fed Post"
9.2,11,3,7,1852,"C","N","M-Press Delivery"
11.6,10,1,7,1568,"C","H","Fed Post"
14.1,18,5,6,1811,"C","N","M-Press Delivery"
7.7,12,1,9,1280,"C","H","M-Press Delivery"
8.8,8,4,11,1656,"C","N","M-Press Delivery"
16,13,5,9,2459,"C","H","M-Press Delivery"
9.4,18,4,6,1977,"C","N","M-Press Delivery"
11,13,4,6,1640,"C","N","Fed Post"
6.8,8,1,9,928,"C","H","M-Press Delivery"
10.3,12,4,10,1581,"I","N","Fed Post"
8.2,12,1,7,1066,"C","N","Fed Post"
8.3,8,4,9,1370,"C","N","M-Press Delivery"
12,12,4,10,1982,"C","N","Fed Post"
12.2,17,6,17,1999,"C","N","M-Press Delivery"
10.1,7,8,9,1261,"I","N","Fed Post"
18.9,13,4,8,2691,"I","N","M-Press Delivery"
7.6,15,4,11,1719,"C","N","Fed Post"
8,13,4,7,1034,"C","H","M-Press Delivery"
11.5,11,8,7,1719,"I","N","Fed Post"
13.9,16,4,8,2143,"C","N","Fed Post"
5.5,12,7,6,828,"C","N","Fed Post"
12.5,20,4,11,1602,"I","N","Fed Post"
17.2,12,2,17,2392,"C","N","Fed Post"
9.2,17,2,12,1366,"I","N","M-Press Delivery"
10.4,14,5,3,1787,"C","N","Fed Post"
12.5,8,9,7,1974,"C","N","M-Press Delivery"
11.9,12,7,9,1707,"C","N","Fed Post"
7.7,9,6,8,1249,"C","N","M-Press Delivery"
8,13,6,8,1330,"I","N","M-Press Delivery"
12,11,3,12,1658,"C","H","Fed Post"
14.2,12,2,5,2731,"C","N","M-Press Delivery"
8.7,18,2,7,1208,"I","H","Fed Post"
17,13,4,4,2374,"I","N","Fed Post"
11.8,12,4,9,1598,"C","N","Fed Post"
9.5,19,5,8,1438,"I","N","M-Press Delivery"
15.1,13,2,11,2364,"I","N","M-Press Delivery"
10.6,10,4,7,2093,"C","N","M-Press Delivery"
12.2,12,6,11,1775,"I","N","M-Press Delivery"
14.4,14,6,10,2116,"I","N","Fed Post"
9.2,15,1,5,974,"C","N","Fed Post"
8.4,13,1,5,1627,"C","N","M-Press Delivery"
8.6,14,3,6,1239,"C","N","Fed Post"
8.6,14,4,4,1542,"C","H","M-Press Delivery"
7.1,13,5,11,812,"I","H","M-Press Delivery"
13.6,13,4,6,1961,"C","N","Fed Post"
12.7,10,6,13,1523,"I","N","Fed Post"
14.6,14,4,8,2220,"C","N","Fed Post"
12.2,12,3,10,2001,"C","H","Fed Post"
11.5,10,3,7,1709,"C","N","M-Press Delivery"
5.7,15,5,3,1352,"C","N","M-Press Delivery"
12.9,14,1,5,2001,"C","N","Fed Post"
11,12,3,12,1807,"C","H","M-Press Delivery"
2.7,16,6,13,679,"C","N","M-Press Delivery"
9.3,11,3,9,1999,"I","N","M-Press Delivery"
13.3,17,7,12,2093,"I","N","M-Press Delivery"
13.9,20,4,7,1471,"C","N","Fed Post"
10.5,16,1,9,2132,"C","N","M-Press Delivery"
12.1,8,5,11,1857,"C","H","Fed Post"
12.9,13,3,7,2133,"C","H","Fed Post"
14.4,11,8,11,1873,"C","N","Fed Post"
11.1,11,4,10,1842,"C","N","Fed Post"
10.4,16,6,3,1896,"C","N","M-Press Delivery"
5.7,16,3,8,849,"C","N","Fed Post"
9.4,13,8,8,1241,"I","H","Fed Post"
8.1,10,3,11,1401,"C","H","M-Press Delivery"
16.1,17,4,12,2271,"C","N","Fed Post"
8.7,8,1,5,1455,"C","H","M-Press Delivery"
11.5,15,2,12,1422,"I","N","Fed Post"
6.2,16,5,7,939,"C","N","Fed Post"
9.8,13,4,12,1444,"C","N","M-Press Delivery"
1.6,13,3,11,759,"I","N","M-Press Delivery"
10.6,15,6,3,1605,"C","N","M-Press Delivery"
12.1,15,3,15,2075,"C","N","M-Press Delivery"
8.9,13,4,11,1041,"I","N","Fed Post"
7.9,10,2,9,1046,"C","H","M-Press Delivery"
6.6,11,5,9,931,"C","N","Fed Post"
11.7,11,4,5,1817,"C","N","Fed Post"
7.6,19,2,5,1219,"C","N","M-Press Delivery"
9.4,11,8,11,1937,"C","N","M-Press Delivery"
10.1,9,2,8,2000,"C","N","M-Press Delivery"
11.2,5,2,8,2019,"C","H","M-Press Delivery"
6.7,9,2,8,884,"C","H","Fed Post"
10.1,10,5,12,1596,"C","H","Fed Post"
12.4,12,4,8,1534,"C","N","Fed Post"
10.7,14,5,11,1744,"C","N","Fed Post"
10.5,12,4,11,2138,"C","N","M-Press Delivery"
11.2,7,3,9,2001,"I","N","M-Press Delivery"
13.5,16,6,5,1560,"C","N","Fed Post"
9,15,5,7,1574,"C","N","M-Press Delivery"
5.1,15,1,8,787,"C","N","M-Press Delivery"
8.3,11,1,4,1422,"C","H","M-Press Delivery"
15.1,7,3,10,2227,"C","N","Fed Post"
10.7,12,5,6,1165,"I","N","Fed Post"
11.1,7,6,6,1436,"C","N","Fed Post"
15.1,12,6,9,2102,"C","N","Fed Post"
11.5,18,5,15,1909,"I","N","Fed Post"
13.1,15,2,8,2155,"C","N","Fed Post"
15.4,9,6,5,2190,"I","H","Fed Post"
8.2,11,1,12,1372,"I","H","M-Press Delivery"
7.7,13,3,7,1451,"C","N","M-Press Delivery"
14.9,13,3,9,2142,"C","N","Fed Post"
11.7,17,4,5,1969,"C","N","Fed Post"
11.3,12,1,11,1572,"I","N","Fed Post"
9.1,13,5,10,1346,"C","N","M-Press Delivery"
9.8,15,2,6,2293,"C","N","M-Press Delivery"
14.2,16,4,17,2748,"C","N","M-Press Delivery"
12.9,13,4,11,1506,"I","N","Fed Post"
7.2,15,3,7,1243,"I","N","M-Press Delivery"
12.7,10,2,8,1736,"C","N","Fed Post"
11.9,13,4,11,1827,"I","N","Fed Post"
14.6,11,1,14,2427,"I","N","M-Press Delivery"
6.3,17,7,8,881,"C","N","M-Press Delivery"
10.5,10,5,6,1766,"I","N","M-Press Delivery"
3.5,13,5,9,986,"C","N","M-Press Delivery"
6.2,8,3,7,1180,"C","N","M-Press Delivery"
11.1,17,3,6,1920,"I","N","Fed Post"
16.1,13,10,11,2848,"I","N","Fed Post"
8.2,18,4,13,1156,"I","N","M-Press Delivery"
11.1,10,2,7,1638,"C","N","Fed Post"
7.6,12,8,9,1378,"C","H","M-Press Delivery"
9.6,9,5,10,1739,"C","N","M-Press Delivery"
17.5,17,6,7,2864,"C","N","Fed Post"
9.5,18,3,9,1361,"C","N","M-Press Delivery"
8.4,11,4,14,986,"C","N","Fed Post"
11.2,13,4,5,1560,"C","N","Fed Post"
8.2,14,4,11,1457,"I","H","M-Press Delivery"
6.4,15,5,11,1003,"I","H","M-Press Delivery"
10,9,2,10,1550,"I","H","M-Press Delivery"
5.2,5,1,11,878,"C","N","M-Press Delivery"
14.1,14,3,13,2309,"C","H","M-Press Delivery"
10.1,11,1,8,1787,"C","N","M-Press Delivery"
11.3,12,3,9,2002,"C","N","Fed Post"
9.7,16,6,10,1445,"C","N","Fed Post"
12.4,14,3,9,1946,"C","N","Fed Post"
11,9,7,7,1638,"I","N","M-Press Delivery"
9.1,11,7,12,1516,"I","N","M-Press Delivery"
16.3,15,4,2,1960,"C","N","Fed Post"
5.6,18,3,9,731,"C","H","M-Press Delivery"
8.3,13,4,10,1426,"C","N","Fed Post"
10.5,21,3,13,1661,"C","N","M-Press Delivery"
5.6,16,5,14,1173,"I","N","M-Press Delivery"
7.9,13,4,4,1420,"C","N","M-Press Delivery"
12.3,12,4,7,2144,"C","N","M-Press Delivery"
16.9,22,5,9,2665,"I","N","Fed Post"
11.3,10,4,11,1724,"C","N","Fed Post"
13.5,17,4,7,1641,"C","N","M-Press Delivery"
9.6,16,5,7,795,"C","N","Fed Post"
5.7,15,2,4,991,"C","N","M-Press Delivery"
14,15,5,9,1881,"I","N","Fed Post"
12.3,12,6,7,1479,"I","N","Fed Post"
11.3,10,5,8,1960,"C","N","M-Press Delivery"
7.5,10,6,13,1446,"C","N","M-Press Delivery"
13,15,4,9,1721,"I","N","M-Press Delivery"
9.6,9,7,4,1522,"I","H","M-Press Delivery"
11.3,13,5,15,1477,"C","N","Fed Post"
9.7,10,5,5,1200,"C","N","Fed Post"
6.7,8,4,8,1493,"C","N","M-Press Delivery"
8.8,20,4,4,1173,"I","N","M-Press Delivery"
3.6,13,1,11,1110,"C","N","M-Press Delivery"
10.8,7,4,7,1812,"C","N","Fed Post"
10.8,14,5,16,1577,"C","N","Fed Post"
8.6,15,6,7,991,"C","H","Fed Post"
10.4,21,7,11,894,"I","H","Fed Post"
10.2,9,3,9,1630,"I","N","M-Press Delivery"
11.3,14,2,14,1685,"C","N","Fed Post"
6.2,10,5,5,1072,"C","N","M-Press Delivery"
8.9,10,4,11,1245,"C","N","Fed Post"
13.3,13,5,10,1639,"I","N","Fed Post"
13.6,13,7,9,1814,"I","N","Fed Post"
14.1,15,1,16,2401,"C","N","M-Press Delivery"
11.8,14,1,7,2259,"C","N","M-Press Delivery"
15.2,11,4,10,2005,"I","N","Fed Post"
6.3,18,1,10,1326,"C","N","Fed Post"
16.1,14,5,8,1993,"I","N","Fed Post"
11.4,15,7,4,1694,"C","N","Fed Post"
10.4,11,4,5,1437,"I","N","Fed Post"
11.6,16,5,9,1417,"C","N","Fed Post"
6.4,9,4,5,639,"I","N","Fed Post"
12.3,9,3,5,2088,"C","N","M-Press Delivery"
10.9,14,2,9,1774,"C","N","M-Press Delivery"
16.8,18,4,14,2727,"C","N","Fed Post"
7.7,8,8,8,1553,"C","H","M-Press Delivery"
10.8,9,3,9,1471,"C","N","Fed Post"
9.4,12,7,8,1377,"C","N","Fed Post"
8.9,11,12,5,1650,"C","H","M-Press Delivery"
8.7,13,5,9,1537,"C","N","Fed Post"
7,20,4,14,1187,"I","N","Fed Post"
10,9,4,8,1483,"I","N","Fed Post"
15.9,10,2,9,2424,"I","N","M-Press Delivery"
12.5,8,4,5,1709,"C","N","Fed Post"
11.2,8,2,9,1592,"C","N","Fed Post"
14.5,13,3,12,2189,"C","N","M-Press Delivery"
16.2,20,3,9,1698,"I","H","Fed Post"
16.1,13,3,6,2531,"C","N","Fed Post"
13,9,1,9,2626,"C","N","M-Press Delivery"
9.7,8,1,12,1430,"C","N","M-Press Delivery"
11.5,16,2,8,2128,"C","N","M-Press Delivery"
10.5,16,3,6,1752,"I","N","M-Press Delivery"
18.2,11,8,8,2628,"I","N","Fed Post"
11.2,12,2,8,1817,"C","H","Fed Post"
12.3,13,4,9,1897,"C","N","Fed Post"
13.3,19,2,6,1750,"C","N","Fed Post"
12.5,13,5,10,1986,"C","N","Fed Post"
5.6,14,5,8,967,"C","N","M-Press Delivery"
12.1,18,6,10,1717,"I","N","Fed Post"
2.8,8,4,10,740,"C","H","M-Press Delivery"
7.7,12,3,13,1044,"C","N","Fed Post"
7,11,1,5,1193,"C","N","M-Press Delivery"
10.7,8,5,6,2042,"C","N","M-Press Delivery"
14.7,14,6,11,1866,"I","H","Fed Post"
3.6,11,3,10,900,"C","N","M-Press Delivery"
8.4,12,2,7,1424,"C","N","M-Press Delivery"
10.2,8,2,6,1591,"C","H","M-Press Delivery"
13.9,21,4,4,1662,"C","N","Fed Post"
14.5,16,1,11,1421,"I","H","Fed Post"
5.7,9,8,8,1086,"C","N","M-Press Delivery"
10.5,14,7,8,1638,"I","N","Fed Post"
7.4,16,2,15,1120,"C","N","M-Press Delivery"
8.1,15,5,7,1989,"C","N","M-Press Delivery"
9.7,20,7,13,1140,"C","N","M-Press Delivery"
8.4,10,2,3,1312,"I","N","M-Press Delivery"
14.4,15,3,9,2058,"C","H","Fed Post"
9.5,11,4,8,1720,"I","N","M-Press Delivery"
10.4,16,2,11,2112,"C","N","Fed Post"
12.4,15,4,3,2065,"C","N","M-Press Delivery"
8.4,14,4,7,1502,"I","N","M-Press Delivery"
4.8,17,5,8,475,"C","N","M-Press Delivery"
1,12,4,3,530,"I","N","M-Press Delivery"
8.8,10,4,3,1461,"C","N","M-Press Delivery"
6.8,14,5,9,1176,"C","N","Fed Post"
12.5,22,7,7,1114,"I","N","Fed Post"
8,10,4,11,1603,"C","N","M-Press Delivery"
15.5,18,3,8,2134,"C","N","Fed Post"
11,16,5,6,1557,"C","H","Fed Post"
9.4,7,4,7,1109,"C","N","Fed Post"
10,13,3,12,700,"C","H","Fed Post"
12.5,5,5,12,2168,"I","H","M-Press Delivery"
11.7,16,9,10,1497,"C","N","M-Press Delivery"
14.9,15,6,6,2509,"C","N","M-Press Delivery"
8,18,5,7,305,"I","N","Fed Post"
6.6,20,3,6,1354,"I","N","Fed Post"
10.4,10,2,2,1942,"C","N","M-Press Delivery"
10.7,15,1,10,1686,"I","N","Fed Post"
12.9,11,1,8,1863,"C","N","Fed Post"
12.6,19,8,8,1165,"C","N","Fed Post"
12.7,19,8,11,2167,"C","N","Fed Post"
9.6,21,2,7,2058,"C","N","M-Press Delivery"
7.1,18,4,10,1299,"C","H","Fed Post"
13.7,13,3,8,1796,"I","H","M-Press Delivery"
5.9,11,8,13,660,"C","N","M-Press Delivery"
0.2,15,6,10,372,"C","N","M-Press Delivery"
9.6,11,5,12,1813,"C","N","Fed Post"
8,14,3,10,1085,"C","H","M-Press Delivery"
8.7,17,6,7,968,"C","N","M-Press Delivery"
16.4,11,6,8,2787,"C","N","M-Press Delivery"
13.5,15,6,7,2394,"C","N","M-Press Delivery"
5.2,17,2,13,896,"I","H","M-Press Delivery"
9.4,15,8,7,1307,"I","N","M-Press Delivery"
13,20,3,8,2331,"I","N","M-Press Delivery"
14.6,13,5,7,1833,"C","N","Fed Post"
7.2,10,6,10,1088,"C","N","Fed Post"
3.8,19,4,6,1667,"I","N","M-Press Delivery"
13.6,12,6,5,2148,"I","N","M-Press Delivery"
10.6,13,4,4,1750,"C","N","Fed Post"
13.1,13,4,8,1881,"C","N","Fed Post"
12.5,9,3,11,1899,"I","N","Fed Post"
10.5,15,1,7,1554,"C","N","Fed Post"
16.1,9,6,7,2645,"C","N","Fed Post"
15.5,13,4,14,2523,"C","H","Fed Post"
8.8,10,3,9,2053,"C","H","M-Press Delivery"
8.3,10,1,5,1530,"C","N","M-Press Delivery"
5.2,16,5,7,656,"I","N","Fed Post"
12.4,10,7,11,2027,"C","N","M-Press Delivery"
9.3,17,2,8,1735,"C","N","M-Press Delivery"
12.9,12,1,5,1604,"I","N","Fed Post"
6.9,12,5,3,1167,"C","N","M-Press Delivery"
4,10,8,9,540,"I","H","M-Press Delivery"
13.6,13,5,8,1836,"C","H","Fed Post"
1.4,11,5,9,207,"C","H","M-Press Delivery"
10.3,12,3,13,1244,"C","H","Fed Post"
14,17,4,7,1731,"I","H","Fed Post"
13.6,17,7,6,2249,"C","N","M-Press Delivery"
12.6,18,2,7,1887,"C","N","M-Press Delivery"
12,16,5,16,1776,"C","N","Fed Post"
12.7,8,3,9,1917,"C","N","Fed Post"
14.1,19,5,9,2014,"C","N","Fed Post"
11.2,22,6,15,2093,"I","N","M-Press Delivery"
12.9,11,1,9,1819,"I","N","M-Press Delivery"
14.9,14,3,7,2611,"C","H","M-Press Delivery"
10.2,13,9,4,1132,"I","H","Fed Post"
8.4,16,5,11,1522,"C","N","Fed Post"
10.3,12,2,10,1744,"C","N","M-Press Delivery"
8.7,13,4,10,1300,"C","H","Fed Post"
12.7,10,4,4,1933,"I","N","Fed Post"
16.5,20,6,10,1867,"C","N","Fed Post"
7.5,19,3,5,1346,"C","N","Fed Post"
8.7,19,3,15,1809,"C","H","M-Press Delivery"
8,10,3,2,1305,"C","H","M-Press Delivery"
6.9,16,2,10,885,"C","H","Fed Post"
7.2,10,3,10,1505,"I","N","M-Press Delivery"
3.6,11,6,13,647,"C","N","M-Press Delivery"
6.4,14,4,9,979,"C","N","Fed Post"
13.2,18,6,7,1905,"C","N","M-Press Delivery"
20.8,15,3,8,3226,"I","H","Fed Post"
11,11,6,7,1897,"C","N","M-Press Delivery"
8.9,5,3,12,1462,"I","N","M-Press Delivery"
8.6,14,7,10,1101,"C","N","Fed Post"
15,6,6,8,2360,"I","N","M-Press Delivery"
13.5,16,3,9,2176,"I","N","M-Press Delivery"
19.1,12,2,7,3060,"C","H","Fed Post"
12.7,17,3,13,1839,"I","H","Fed Post"
9.3,12,3,8,1851,"C","N","M-Press Delivery"
8.1,13,2,7,1221,"C","N","Fed Post"
12.4,9,8,7,2212,"I","N","M-Press Delivery"
10.8,10,4,10,1206,"I","H","Fed Post"
15.1,10,4,6,1956,"C","N","Fed Post"
11.5,13,3,8,1497,"C","H","M-Press Delivery"
17.6,12,4,2,3169,"C","N","M-Press Delivery"
8.8,14,3,7,1095,"C","H","Fed Post"
6.7,14,4,5,526,"C","N","Fed Post"
11.4,23,7,11,2111,"I","H","M-Press Delivery"
10.2,8,6,8,1835,"C","N","M-Press Delivery"
12,12,4,6,1598,"I","N","Fed Post"
7.9,19,2,9,1730,"I","N","Fed Post"
9.1,24,3,8,230,"C","N","Fed Post"
6,17,2,11,1325,"I","N","M-Press Delivery"
11.3,8,7,5,2101,"C","N","Fed Post"
14.5,14,4,15,2549,"C","N","M-Press Delivery"
9.6,14,2,12,1818,"C","N","M-Press Delivery"
16.5,13,3,5,2591,"C","H","Fed Post"
12.5,11,5,10,1817,"C","H","Fed Post"
13.3,7,2,12,2202,"I","N","Fed Post"
9.5,11,5,8,1603,"C","N","M-Press Delivery"
12.2,12,4,8,1904,"C","N","M-Press Delivery"
11.2,12,3,3,1900,"C","N","Fed Post"
8.7,15,5,11,762,"C","H","Fed Post"
14.4,10,3,14,2057,"I","N","Fed Post"
15.2,10,1,6,2197,"C","N","Fed Post"
10.4,14,3,6,1551,"C","H","M-Press Delivery"
10.1,22,3,13,1694,"C","N","M-Press Delivery"
13.3,11,6,8,1744,"C","N","Fed Post"
7.9,11,8,6,1174,"I","N","M-Press Delivery"
10.7,8,4,5,1654,"C","N","M-Press Delivery"
8.8,13,3,6,1436,"I","N","M-Press Delivery"
10.3,14,6,9,1448,"C","N","Fed Post"
10.2,6,3,6,1714,"C","H","M-Press Delivery"
16.3,13,6,14,2591,"C","N","Fed Post"
9.8,12,3,10,1779,"C","N","M-Press Delivery"
9.3,20,2,4,1380,"I","N","M-Press Delivery"
13.2,12,6,8,1999,"C","N","Fed Post"
7,12,2,16,1367,"C","N","M-Press Delivery"
5.6,14,3,9,938,"C","N","Fed Post"
10.9,16,2,9,1397,"I","N","Fed Post"
17.9,10,3,7,2509,"C","H","Fed Post"
11.3,10,6,8,1998,"C","H","M-Press Delivery"
16.8,20,4,7,2713,"C","H","M-Press Delivery"
13.7,14,2,7,1936,"C","N","Fed Post"
9.3,15,4,11,1103,"C","N","Fed Post"
11.7,17,5,13,1771,"C","N","Fed Post"
8.6,11,5,8,1008,"C","N","Fed Post"
10.9,22,1,10,1446,"I","N","M-Press Delivery"
13.2,16,5,5,2119,"C","N","Fed Post"
9,9,2,10,1163,"C","N","Fed Post"
11.3,14,6,11,1637,"I","H","Fed Post"
3.5,14,4,9,861,"C","N","M-Press Delivery"
13.8,17,2,17,1805,"C","H","Fed Post"
10,16,4,9,1393,"C","H","M-Press Delivery"
9.3,17,5,13,1571,"C","N","M-Press Delivery"
12.9,13,6,7,1698,"C","H","M-Press Delivery"
13.2,12,6,7,2307,"C","H","M-Press Delivery"
10.8,15,3,7,1202,"I","N","Fed Post"
7.7,7,1,13,1199,"C","N","M-Press Delivery"
14.1,16,3,15,2003,"C","N","Fed Post"
9.7,13,3,11,1116,"C","H","Fed Post"
13.9,13,6,7,2157,"C","H","Fed Post"
10.7,19,1,5,1425,"C","H","Fed Post"
12.8,9,3,6,2202,"C","N","M-Press Delivery"
10.8,12,5,12,1703,"I","N","M-Press Delivery"
9.9,9,5,10,1543,"C","H","M-Press Delivery"
10,4,1,3,1514,"I","H","M-Press Delivery"
14.1,11,2,8,2065,"C","N","Fed Post"
10.8,14,5,8,1837,"I","N","M-Press Delivery"
9.8,19,6,6,1205,"C","N","M-Press Delivery"
11.9,13,1,14,2092,"I","N","M-Press Delivery"
13.9,16,1,13,2083,"I","H","Fed Post"
5.9,10,6,8,1005,"I","N","M-Press Delivery"
8.7,12,2,6,1404,"C","N","M-Press Delivery"
13,19,4,6,1943,"I","H","M-Press Delivery"
11.9,9,3,14,2043,"I","N","Fed Post"
10.4,14,6,13,1805,"C","N","Fed Post"
11,15,1,4,1512,"C","N","Fed Post"
9.7,13,6,11,1877,"C","H","M-Press Delivery"
19,12,4,9,2698,"C","H","Fed Post"
7.2,11,4,9,1517,"C","N","M-Press Delivery"
8.5,13,3,5,1597,"C","N","Fed Post"
8.5,10,1,14,1487,"C","N","M-Press Delivery"
12.5,9,3,10,1527,"I","N","Fed Post"
8.1,10,7,11,1245,"C","N","M-Press Delivery"
9.8,12,2,8,1321,"C","H","Fed Post"
9.1,11,2,9,1688,"C","N","M-Press Delivery"
14.4,18,1,12,2730,"C","N","Fed Post"
13.1,13,8,12,2202,"I","N","M-Press Delivery"
14.5,11,1,10,2260,"I","N","Fed Post"
5.6,14,4,14,1159,"I","N","M-Press Delivery"
6.9,15,5,9,669,"C","N","Fed Post"
11.2,10,4,7,1249,"I","N","Fed Post"
9.3,16,3,8,1341,"C","H","Fed Post"
11.4,9,8,6,1675,"I","N","Fed Post"
8.5,14,4,12,1518,"C","N","Fed Post"
12.1,13,2,4,2168,"I","H","Fed Post"
12.5,10,7,6,1894,"I","N","Fed Post"
12.3,15,4,12,1674,"C","N","Fed Post"
11.8,13,6,7,1761,"C","N","M-Press Delivery"
7.8,18,4,8,1271,"C","N","Fed Post"
13.4,11,3,6,2280,"C","N","Fed Post"
10.4,11,3,8,1826,"C","N","M-Press Delivery"
10,11,4,12,1749,"C","N","M-Press Delivery"
12.1,6,3,11,2254,"C","N","M-Press Delivery"
10.7,11,2,7,1527,"I","N","M-Press Delivery"
9.1,18,3,11,1579,"C","N","M-Press Delivery"
12.1,10,6,10,1712,"C","N","Fed Post"
15.6,8,4,10,3108,"C","N","M-Press Delivery"
12,14,4,9,2143,"C","H","M-Press Delivery"
12.5,16,4,9,2037,"I","N","M-Press Delivery"
7.9,12,4,7,1460,"C","N","M-Press Delivery"
12.5,13,3,6,1814,"I","N","Fed Post"
6.3,17,5,7,704,"C","N","Fed Post"
10.3,8,5,10,1694,"I","N","M-Press Delivery"
13.9,8,7,12,1818,"I","H","Fed Post"
7,15,3,7,1066,"C","N","Fed Post"
6.8,16,4,11,1260,"C","N","M-Press Delivery"
16.5,9,1,13,3170,"I","N","M-Press Delivery"
9.3,14,4,4,843,"C","N","Fed Post"
13.5,12,1,5,2104,"C","N","M-Press Delivery"
14,13,3,10,2090,"C","N","Fed Post"
15.1,16,7,5,2359,"C","N","Fed Post"
13.7,10,5,9,1861,"C","N","Fed Post"
12.1,8,8,15,1791,"I","N","Fed Post"
9.9,14,4,7,1790,"C","N","M-Press Delivery"
9.5,9,4,14,1010,"C","N","Fed Post"
7,16,3,9,989,"C","H","M-Press Delivery"
9,10,3,9,1239,"C","N","Fed Post"
7.7,9,2,10,1325,"I","N","M-Press Delivery"
8.9,12,2,6,1126,"C","N","Fed Post"
12.7,12,3,4,1958,"C","N","M-Press Delivery"
