"Del","Vin","Pkg","Cst","Mil","Dom","Haz","Car"
9.1,19,4,11,2140,"C","H","Fed Post"
10.4,11,6,5,1439,"C","H","M-Press Delivery"
8.5,10,3,6,1692,"C","N","Fed Post"
5.6,2,3,12,1974,"I","N","M-Press Delivery"
8,9,2,5,1551,"C","N","Fed Post"
7.7,12,4,11,1656,"I","N","M-Press Delivery"
10.6,11,6,7,1682,"C","N","M-Press Delivery"
9.1,10,4,7,1812,"I","N","M-Press Delivery"
8.3,16,2,6,1863,"C","N","Fed Post"
9.4,13,3,4,1471,"I","H","M-Press Delivery"
4.1,8,5,15,1443,"I","N","M-Press Delivery"
8.9,12,5,7,1347,"C","N","Fed Post"
7.6,17,4,7,1916,"C","N","M-Press Delivery"
8.3,18,3,11,1934,"C","N","M-Press Delivery"
8.3,13,6,8,2348,"C","N","Fed Post"
8.4,17,2,7,1950,"C","N","Fed Post"
7.2,9,3,8,1728,"C","N","M-Press Delivery"
7.2,7,6,16,635,"C","N","M-Press Delivery"
7.4,13,2,7,1487,"C","N","M-Press Delivery"
6.5,15,6,7,1958,"I","N","M-Press Delivery"
8,11,4,11,1616,"C","H","M-Press Delivery"
8.1,14,3,7,1948,"C","N","Fed Post"
7,15,5,12,1176,"C","N","Fed Post"
8.7,14,4,7,1192,"C","N","M-Press Delivery"
10.9,14,5,8,1570,"C","N","Fed Post"
8.6,12,4,4,2433,"C","N","Fed Post"
9.1,16,4,5,1408,"C","N","Fed Post"
9.7,12,3,5,1874,"C","N","Fed Post"
8,13,4,11,2281,"C","N","Fed Post"
6.4,9,5,8,711,"C","N","M-Press Delivery"
8.5,18,4,10,2391,"C","N","M-Press Delivery"
8.7,14,3,11,2533,"C","N","M-Press Delivery"
6.1,13,1,11,1517,"C","H","M-Press Delivery"
7.4,15,6,9,2091,"C","N","Fed Post"
7,14,3,13,1655,"I","N","Fed Post"
8.9,15,9,8,2010,"C","N","M-Press Delivery"
7.5,12,4,7,1857,"C","N","Fed Post"
4.3,11,3,12,1683,"C","N","Fed Post"
5.4,11,3,12,1336,"C","N","M-Press Delivery"
5.2,11,7,14,1390,"C","N","M-Press Delivery"
6.2,14,2,10,1966,"I","N","Fed Post"
8.8,17,5,4,1749,"C","H","M-Press Delivery"
6.3,10,2,10,1691,"C","H","M-Press Delivery"
9.5,11,3,12,2241,"C","N","M-Press Delivery"
8,17,2,5,1905,"C","H","Fed Post"
9.9,13,6,3,1085,"C","N","M-Press Delivery"
7.9,14,4,5,1533,"I","H","M-Press Delivery"
6.9,19,0,9,1535,"C","N","Fed Post"
7.8,18,4,9,1131,"C","N","M-Press Delivery"
6.2,13,5,13,1159,"I","N","M-Press Delivery"
9.7,16,8,9,2628,"C","H","Fed Post"
10.2,15,5,4,2747,"C","N","Fed Post"
7.2,18,6,12,2862,"C","H","Fed Post"
3.5,17,3,17,1785,"C","N","Fed Post"
9.1,11,5,8,3021,"C","N","M-Press Delivery"
7.1,13,3,9,972,"C","N","Fed Post"
7.9,13,4,9,1668,"I","N","Fed Post"
8.9,17,4,7,1590,"C","N","M-Press Delivery"
8,11,5,9,1621,"C","N","M-Press Delivery"
6.1,12,1,9,600,"C","N","M-Press Delivery"
7.4,10,2,7,2394,"C","N","M-Press Delivery"
6.5,16,5,10,2031,"C","H","M-Press Delivery"
9.4,16,2,9,1046,"C","N","Fed Post"
8.5,17,3,5,1297,"C","N","M-Press Delivery"
6.5,16,4,11,1990,"C","N","Fed Post"
4.7,11,3,12,1303,"C","H","M-Press Delivery"
7.7,4,2,4,1450,"C","N","M-Press Delivery"
7.1,11,4,11,1993,"I","H","Fed Post"
8.5,11,4,9,2622,"I","N","M-Press Delivery"
9.2,11,4,4,1674,"C","H","M-Press Delivery"
5.7,15,1,13,1562,"C","N","Fed Post"
7.8,10,5,7,487,"C","N","Fed Post"
7,10,4,10,1928,"C","H","M-Press Delivery"
8.3,8,4,5,2105,"C","N","Fed Post"
5.2,23,5,14,1069,"C","H","M-Press Delivery"
9,8,4,13,1494,"C","N","Fed Post"
8.1,12,3,7,1277,"C","N","M-Press Delivery"
7.6,12,5,13,1105,"C","N","Fed Post"
6.8,15,5,11,1404,"C","H","M-Press Delivery"
7.8,12,3,12,2268,"C","N","Fed Post"
9.7,14,10,8,1293,"C","N","M-Press Delivery"
6,13,3,9,2382,"C","N","M-Press Delivery"
10.2,17,5,8,2256,"C","N","M-Press Delivery"
7.4,10,4,10,531,"C","N","M-Press Delivery"
7.3,12,4,9,1682,"C","H","M-Press Delivery"
8.7,13,5,6,1338,"C","N","M-Press Delivery"
8.9,11,8,11,1704,"C","N","Fed Post"
8.1,16,4,6,1250,"I","H","Fed Post"
6.6,9,5,8,1655,"C","H","M-Press Delivery"
8.4,16,3,9,1940,"C","N","M-Press Delivery"
8,12,5,9,2191,"I","H","M-Press Delivery"
7.4,12,1,11,1792,"C","N","Fed Post"
7.8,11,1,3,1283,"C","N","M-Press Delivery"
5.8,12,2,8,1375,"I","H","M-Press Delivery"
6.3,10,2,9,1612,"C","N","Fed Post"
8.3,10,5,10,1498,"C","N","M-Press Delivery"
10.7,20,7,7,1255,"C","N","M-Press Delivery"
5.6,12,1,10,1998,"C","N","Fed Post"
7.8,10,4,9,1816,"C","N","Fed Post"
7.7,23,4,8,2271,"C","N","M-Press Delivery"
7.2,11,1,6,1632,"C","N","Fed Post"
5.6,10,2,13,1814,"I","N","Fed Post"
7.4,16,2,6,1814,"C","N","M-Press Delivery"
9,8,8,6,1464,"C","H","M-Press Delivery"
3.5,11,4,18,2086,"C","N","M-Press Delivery"
6.5,9,3,13,2275,"C","N","M-Press Delivery"
8.8,8,5,4,908,"I","N","M-Press Delivery"
7.6,15,3,7,1367,"C","N","Fed Post"
4.4,14,6,14,1786,"C","N","M-Press Delivery"
10.1,18,8,11,984,"I","N","M-Press Delivery"
3.6,10,3,16,1757,"C","N","Fed Post"
8,22,3,8,1085,"C","N","Fed Post"
9.1,13,3,3,1173,"C","N","Fed Post"
7.8,13,5,6,1676,"C","N","M-Press Delivery"
5.4,17,1,11,1793,"C","N","M-Press Delivery"
9.6,12,3,3,1616,"C","N","M-Press Delivery"
6.6,14,3,10,2949,"I","N","Fed Post"
6.3,15,5,16,1313,"C","H","Fed Post"
8,16,5,11,1994,"C","N","M-Press Delivery"
10.9,17,6,5,916,"C","N","M-Press Delivery"
9.6,9,7,5,1675,"C","N","Fed Post"
5.2,16,4,12,1578,"I","N","M-Press Delivery"
9.7,8,5,9,1647,"C","N","M-Press Delivery"
6,18,2,10,1879,"C","N","Fed Post"
7.3,12,4,11,2488,"C","N","M-Press Delivery"
7.6,10,5,9,952,"C","H","M-Press Delivery"
6,18,1,13,855,"C","N","M-Press Delivery"
5.3,8,4,15,1776,"C","N","Fed Post"
7.9,12,4,13,1718,"C","N","Fed Post"
9.1,16,6,6,2598,"C","H","M-Press Delivery"
7.7,15,2,7,2462,"I","N","M-Press Delivery"
7.2,13,7,13,1577,"C","N","M-Press Delivery"
9.2,13,8,7,1578,"I","H","Fed Post"
8,19,6,13,1545,"C","H","M-Press Delivery"
4.6,13,3,12,629,"C","N","Fed Post"
8.3,14,5,10,1041,"C","N","Fed Post"
11.3,13,9,7,1568,"C","N","Fed Post"
7.6,12,4,11,1986,"C","N","Fed Post"
8.7,12,2,5,2275,"C","N","Fed Post"
9.3,17,4,7,1650,"C","N","M-Press Delivery"
6.6,13,3,10,2216,"I","N","M-Press Delivery"
8.8,7,7,10,1799,"C","N","M-Press Delivery"
9.6,15,5,8,1512,"C","N","Fed Post"
6.3,13,4,8,1465,"I","N","Fed Post"
7.2,9,3,10,1489,"I","N","Fed Post"
6.9,17,1,7,1824,"C","N","M-Press Delivery"
9.3,12,6,10,1530,"C","H","M-Press Delivery"
5.3,16,4,11,1097,"C","N","M-Press Delivery"
6.9,16,5,12,1318,"I","H","M-Press Delivery"
4.2,17,3,14,1461,"I","N","M-Press Delivery"
8.6,8,4,8,1820,"C","N","Fed Post"
5.4,12,1,12,1359,"C","H","Fed Post"
7.6,18,3,9,564,"C","H","M-Press Delivery"
3.8,12,1,11,1390,"C","H","M-Press Delivery"
6.4,12,1,8,1119,"C","H","Fed Post"
7.6,16,1,6,1537,"C","H","Fed Post"
8.5,9,3,5,1844,"C","N","Fed Post"
7.7,15,2,8,2556,"C","N","Fed Post"
3.4,12,0,13,1980,"C","N","Fed Post"
9.4,8,4,7,1011,"C","N","Fed Post"
10.6,20,8,12,1357,"C","N","Fed Post"
6.8,10,3,11,2095,"C","N","Fed Post"
7.4,10,5,7,778,"C","H","M-Press Delivery"
4.5,16,1,14,1591,"C","N","M-Press Delivery"
8.5,11,3,9,1121,"C","N","Fed Post"
8.2,6,6,8,1985,"C","N","M-Press Delivery"
8.3,9,3,7,1875,"C","N","M-Press Delivery"
8.7,12,5,5,1786,"C","N","M-Press Delivery"
5.5,15,3,8,1439,"C","N","M-Press Delivery"
6.1,10,3,8,649,"C","N","M-Press Delivery"
9.1,7,4,7,2697,"C","N","Fed Post"
7.5,15,4,8,1039,"C","N","Fed Post"
3.6,10,3,13,726,"C","N","Fed Post"
7.3,10,6,9,1494,"C","N","Fed Post"
7.9,11,4,8,2266,"C","N","Fed Post"
8.7,15,5,6,1803,"C","N","Fed Post"
10.6,13,8,9,1834,"C","N","M-Press Delivery"
9.1,4,4,8,2534,"C","N","M-Press Delivery"
5.9,9,2,10,1644,"C","H","Fed Post"
6.9,16,6,16,1056,"C","N","Fed Post"
9.8,6,7,9,1830,"C","N","Fed Post"
7.2,14,4,7,2125,"C","N","Fed Post"
9.8,11,7,4,1276,"I","N","Fed Post"
7.8,16,4,7,1155,"C","N","Fed Post"
9.9,12,5,5,2263,"I","H","Fed Post"
9.4,13,4,12,2614,"C","N","M-Press Delivery"
6.1,18,1,5,924,"I","N","Fed Post"
8.7,12,2,5,2028,"C","N","Fed Post"
9.2,12,7,8,1362,"C","N","M-Press Delivery"
10.8,13,9,4,1336,"C","N","Fed Post"
8.8,13,6,9,1590,"I","N","M-Press Delivery"
7.5,9,4,5,1940,"C","H","Fed Post"
7.3,9,3,12,2775,"I","N","M-Press Delivery"
8.6,12,4,12,2236,"C","H","M-Press Delivery"
9.6,18,8,3,1681,"C","N","M-Press Delivery"
4.6,11,2,9,1420,"C","H","Fed Post"
7.2,19,5,11,1409,"C","N","M-Press Delivery"
8,11,6,12,2257,"C","H","Fed Post"
9.4,17,5,3,1336,"C","H","M-Press Delivery"
7,8,5,10,1957,"C","H","M-Press Delivery"
8.7,11,4,8,1710,"C","N","Fed Post"
7.3,13,3,9,1465,"C","H","Fed Post"
8.9,15,5,8,1712,"I","N","M-Press Delivery"
9.2,9,7,8,1074,"I","N","Fed Post"
6.9,12,1,6,1117,"C","N","M-Press Delivery"
8.6,11,4,8,2437,"I","N","M-Press Delivery"
9.5,16,4,5,1012,"C","H","Fed Post"
7.1,12,6,13,1071,"C","N","M-Press Delivery"
7.6,12,3,7,1111,"I","N","M-Press Delivery"
6.4,9,1,10,2075,"C","N","M-Press Delivery"
7.6,14,2,12,1669,"C","H","M-Press Delivery"
7.5,24,3,8,1762,"C","N","Fed Post"
6.6,8,1,12,1277,"C","N","M-Press Delivery"
9.9,7,7,9,2349,"C","N","M-Press Delivery"
7.8,15,5,10,2091,"C","H","Fed Post"
8.3,16,1,4,2581,"C","H","Fed Post"
10.8,15,5,2,1994,"C","N","Fed Post"
8.4,12,5,7,1886,"C","N","Fed Post"
8.7,16,3,10,2061,"I","N","Fed Post"
8.9,8,2,7,1675,"C","N","Fed Post"
8,7,4,8,1685,"C","N","M-Press Delivery"
7,11,5,10,1939,"C","N","M-Press Delivery"
6.9,16,7,7,1573,"C","N","Fed Post"
10.5,10,8,6,1419,"I","N","M-Press Delivery"
10.4,14,5,6,1830,"C","N","Fed Post"
8.3,15,3,9,2163,"I","H","Fed Post"
4.2,11,4,14,1873,"I","H","Fed Post"
10.2,14,10,11,2398,"C","N","M-Press Delivery"
5.3,18,8,17,806,"I","N","M-Press Delivery"
9.2,15,5,6,2771,"C","H","Fed Post"
5.3,14,1,11,1945,"C","N","Fed Post"
7.4,9,7,11,697,"C","N","M-Press Delivery"
9.3,13,3,6,2349,"C","N","Fed Post"
6.6,16,3,11,1668,"C","N","M-Press Delivery"
6.6,15,3,12,1908,"C","H","M-Press Delivery"
7.9,7,7,8,1421,"C","H","M-Press Delivery"
4,13,2,13,1190,"C","N","M-Press Delivery"
8.9,17,4,6,2074,"C","N","Fed Post"
6.9,14,5,8,1556,"C","H","Fed Post"
8.1,16,3,12,1877,"C","N","M-Press Delivery"
10.4,14,2,3,2120,"C","N","Fed Post"
7.3,10,1,8,1847,"C","N","M-Press Delivery"
10.4,18,6,12,1498,"C","N","M-Press Delivery"
8,16,2,6,1905,"C","N","Fed Post"
9.5,18,4,5,1366,"C","N","M-Press Delivery"
8.3,10,2,8,2179,"C","N","M-Press Delivery"
9.3,10,3,6,2192,"C","N","M-Press Delivery"
7.1,11,4,7,1536,"C","N","M-Press Delivery"
8.1,16,4,9,955,"C","H","M-Press Delivery"
7.9,15,4,11,1922,"I","N","Fed Post"
8.7,14,6,5,746,"I","N","M-Press Delivery"
8.5,14,4,8,2633,"C","N","Fed Post"
9,8,5,4,1306,"C","N","M-Press Delivery"
8.2,17,4,7,1361,"C","N","M-Press Delivery"
7.1,11,4,10,745,"C","N","Fed Post"
6.2,11,6,14,1206,"C","H","Fed Post"
10.7,10,7,6,1071,"C","N","Fed Post"
7.3,12,6,13,2280,"C","N","Fed Post"
5.5,8,1,10,1920,"C","N","M-Press Delivery"
8.8,17,4,7,1861,"I","N","Fed Post"
7.2,13,3,6,1773,"C","N","Fed Post"
8.4,8,5,6,1589,"C","N","M-Press Delivery"
7.6,16,4,9,1956,"I","N","M-Press Delivery"
6.8,17,5,15,1926,"C","N","M-Press Delivery"
5.3,16,3,12,2251,"C","N","Fed Post"
7.4,8,5,13,1749,"C","N","M-Press Delivery"
9.7,15,9,10,941,"C","N","Fed Post"
9.5,15,8,8,1606,"C","N","Fed Post"
9.7,13,4,5,1740,"C","N","Fed Post"
7.9,16,4,11,894,"C","N","M-Press Delivery"
3.7,8,1,14,1057,"C","N","Fed Post"
6,16,6,13,1653,"C","N","M-Press Delivery"
8.3,10,3,9,1324,"C","N","M-Press Delivery"
7.6,14,1,11,2067,"C","N","Fed Post"
10.3,12,6,4,1596,"I","N","Fed Post"
7.9,9,3,7,1542,"I","N","Fed Post"
8.6,14,6,8,1269,"C","N","M-Press Delivery"
7.9,9,5,6,1040,"C","N","M-Press Delivery"
3.1,14,3,15,888,"I","N","Fed Post"
6.1,8,2,10,1027,"C","N","Fed Post"
